,PK0,PK1,PK2,PK3,PK4,PK5,PK6,PK7,PK8,PK9,PK10
P@83,0.12048192771084337,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.13253012048192772,0.13253012048192772
P@84,0.11904761904761904,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.13095238095238096
P@85,0.11764705882352941,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237,0.12941176470588237
P@86,0.11627906976744186,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605,0.12790697674418605
P@87,0.11494252873563218,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541,0.12643678160919541
P@88,0.11363636363636363,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
P@89,0.11235955056179775,0.12359550561797752,0.12359550561797752,0.12359550561797752,0.12359550561797752,0.12359550561797752,0.12359550561797752,0.12359550561797752,0.12359550561797752,0.12359550561797752,0.12359550561797752
P@90,0.1111111111111111,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222,0.12222222222222222
P@91,0.10989010989010989,0.12087912087912088,0.12087912087912088,0.12087912087912088,0.12087912087912088,0.12087912087912088,0.12087912087912088,0.12087912087912088,0.12087912087912088,0.12087912087912088,0.12087912087912088
P@92,0.10869565217391304,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.11956521739130435,0.11956521739130435
P@93,0.10752688172043011,0.11827956989247312,0.11827956989247312,0.11827956989247312,0.11827956989247312,0.11827956989247312,0.11827956989247312,0.11827956989247312,0.11827956989247312,0.11827956989247312,0.11827956989247312
P@94,0.10638297872340426,0.11702127659574468,0.11702127659574468,0.11702127659574468,0.11702127659574468,0.11702127659574468,0.11702127659574468,0.11702127659574468,0.11702127659574468,0.11702127659574468,0.11702127659574468
P@95,0.10526315789473684,0.11578947368421053,0.11578947368421053,0.11578947368421053,0.11578947368421053,0.11578947368421053,0.11578947368421053,0.11578947368421053,0.11578947368421053,0.11578947368421053,0.11578947368421053
P@96,0.10416666666666667,0.11458333333333333,0.11458333333333333,0.11458333333333333,0.11458333333333333,0.11458333333333333,0.11458333333333333,0.11458333333333333,0.11458333333333333,0.11458333333333333,0.11458333333333333
P@97,0.10309278350515463,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701,0.1134020618556701
P@98,0.10204081632653061,0.11224489795918367,0.11224489795918367,0.11224489795918367,0.11224489795918367,0.11224489795918367,0.11224489795918367,0.11224489795918367,0.11224489795918367,0.11224489795918367,0.11224489795918367
P@99,0.10101010101010101,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
P@100,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11
P@101,0.09900990099009901,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.10891089108910891,0.10891089108910891
P@102,0.09803921568627451,0.10784313725490197,0.10784313725490197,0.10784313725490197,0.10784313725490197,0.10784313725490197,0.10784313725490197,0.10784313725490197,0.10784313725490197,0.10784313725490197,0.10784313725490197
P@103,0.0970873786407767,0.10679611650485436,0.10679611650485436,0.10679611650485436,0.10679611650485436,0.10679611650485436,0.10679611650485436,0.10679611650485436,0.10679611650485436,0.10679611650485436,0.10679611650485436
P@104,0.09615384615384616,0.10576923076923077,0.10576923076923077,0.10576923076923077,0.10576923076923077,0.10576923076923077,0.10576923076923077,0.10576923076923077,0.10576923076923077,0.10576923076923077,0.10576923076923077
P@105,0.09523809523809523,0.10476190476190476,0.10476190476190476,0.10476190476190476,0.10476190476190476,0.10476190476190476,0.10476190476190476,0.10476190476190476,0.10476190476190476,0.10476190476190476,0.10476190476190476
P@106,0.09433962264150944,0.10377358490566038,0.10377358490566038,0.10377358490566038,0.10377358490566038,0.10377358490566038,0.10377358490566038,0.10377358490566038,0.10377358490566038,0.10377358490566038,0.10377358490566038
P@107,0.09345794392523364,0.102803738317757,0.102803738317757,0.102803738317757,0.102803738317757,0.102803738317757,0.102803738317757,0.102803738317757,0.102803738317757,0.102803738317757,0.102803738317757
P@108,0.09259259259259259,0.10185185185185185,0.10185185185185185,0.10185185185185185,0.10185185185185185,0.10185185185185185,0.10185185185185185,0.10185185185185185,0.10185185185185185,0.10185185185185185,0.10185185185185185
P@109,0.09174311926605505,0.10091743119266056,0.10091743119266056,0.10091743119266056,0.10091743119266056,0.10091743119266056,0.10091743119266056,0.10091743119266056,0.10091743119266056,0.10091743119266056,0.10091743119266056
P@110,0.09090909090909091,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
P@111,0.09009009009009009,0.0990990990990991,0.0990990990990991,0.0990990990990991,0.0990990990990991,0.0990990990990991,0.0990990990990991,0.0990990990990991,0.0990990990990991,0.0990990990990991,0.0990990990990991
P@112,0.08928571428571429,0.09821428571428571,0.09821428571428571,0.09821428571428571,0.09821428571428571,0.09821428571428571,0.09821428571428571,0.09821428571428571,0.09821428571428571,0.09821428571428571,0.09821428571428571
P@113,0.08849557522123894,0.09734513274336283,0.09734513274336283,0.09734513274336283,0.09734513274336283,0.09734513274336283,0.09734513274336283,0.09734513274336283,0.09734513274336283,0.09734513274336283,0.09734513274336283
P@114,0.08771929824561403,0.09649122807017543,0.09649122807017543,0.09649122807017543,0.09649122807017543,0.09649122807017543,0.09649122807017543,0.09649122807017543,0.09649122807017543,0.09649122807017543,0.09649122807017543
P@115,0.08695652173913043,0.09565217391304348,0.09565217391304348,0.09565217391304348,0.09565217391304348,0.09565217391304348,0.09565217391304348,0.09565217391304348,0.09565217391304348,0.09565217391304348,0.09565217391304348
P@116,0.08620689655172414,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655,0.09482758620689655
P@117,0.08547008547008547,0.09401709401709402,0.09401709401709402,0.09401709401709402,0.09401709401709402,0.09401709401709402,0.09401709401709402,0.09401709401709402,0.09401709401709402,0.09401709401709402,0.09401709401709402
P@118,0.0847457627118644,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085,0.09322033898305085
P@119,0.08403361344537816,0.09243697478991597,0.09243697478991597,0.10084033613445378,0.09243697478991597,0.09243697478991597,0.09243697478991597,0.10084033613445378,0.09243697478991597,0.09243697478991597,0.09243697478991597
P@120,0.08333333333333333,0.09166666666666666,0.09166666666666666,0.1,0.09166666666666666,0.09166666666666666,0.09166666666666666,0.1,0.09166666666666666,0.09166666666666666,0.09166666666666666
P@121,0.08264462809917356,0.09090909090909091,0.09090909090909091,0.09917355371900827,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09917355371900827,0.09090909090909091,0.09090909090909091,0.09090909090909091
P@122,0.08196721311475409,0.09016393442622951,0.09016393442622951,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.09016393442622951,0.09836065573770492,0.09016393442622951,0.09016393442622951,0.09016393442622951
P@123,0.08130081300813008,0.08943089430894309,0.08943089430894309,0.0975609756097561,0.08943089430894309,0.08943089430894309,0.08943089430894309,0.0975609756097561,0.08943089430894309,0.08943089430894309,0.08943089430894309
P@124,0.08064516129032258,0.08870967741935484,0.08870967741935484,0.0967741935483871,0.08870967741935484,0.08870967741935484,0.08870967741935484,0.0967741935483871,0.08870967741935484,0.08870967741935484,0.08870967741935484
P@125,0.08,0.088,0.088,0.096,0.088,0.088,0.088,0.096,0.088,0.088,0.088
P@126,0.07936507936507936,0.0873015873015873,0.0873015873015873,0.09523809523809523,0.0873015873015873,0.0873015873015873,0.0873015873015873,0.09523809523809523,0.0873015873015873,0.0873015873015873,0.0873015873015873
P@127,0.07874015748031496,0.08661417322834646,0.08661417322834646,0.09448818897637795,0.08661417322834646,0.08661417322834646,0.08661417322834646,0.09448818897637795,0.08661417322834646,0.08661417322834646,0.08661417322834646
P@128,0.078125,0.0859375,0.0859375,0.09375,0.0859375,0.0859375,0.0859375,0.09375,0.0859375,0.0859375,0.0859375
P@129,0.07751937984496124,0.08527131782945736,0.08527131782945736,0.09302325581395349,0.08527131782945736,0.08527131782945736,0.08527131782945736,0.09302325581395349,0.08527131782945736,0.08527131782945736,0.08527131782945736
P@130,0.07692307692307693,0.09230769230769231,0.08461538461538462,0.09230769230769231,0.08461538461538462,0.09230769230769231,0.08461538461538462,0.09230769230769231,0.08461538461538462,0.09230769230769231,0.08461538461538462
P@131,0.07633587786259542,0.0916030534351145,0.08396946564885496,0.0916030534351145,0.08396946564885496,0.0916030534351145,0.08396946564885496,0.0916030534351145,0.08396946564885496,0.0916030534351145,0.08396946564885496
P@132,0.07575757575757576,0.09090909090909091,0.08333333333333333,0.09090909090909091,0.08333333333333333,0.09090909090909091,0.08333333333333333,0.09090909090909091,0.08333333333333333,0.09090909090909091,0.08333333333333333
P@133,0.07518796992481203,0.09022556390977443,0.08270676691729323,0.09022556390977443,0.08270676691729323,0.09022556390977443,0.08270676691729323,0.09022556390977443,0.08270676691729323,0.09022556390977443,0.08270676691729323
P@134,0.08208955223880597,0.08955223880597014,0.08208955223880597,0.08955223880597014,0.08208955223880597,0.08955223880597014,0.08208955223880597,0.08955223880597014,0.08208955223880597,0.08955223880597014,0.08208955223880597
P@135,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08148148148148149,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08148148148148149,0.08888888888888889,0.08888888888888889
P@136,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08088235294117647,0.08823529411764706,0.08823529411764706,0.08823529411764706,0.08088235294117647,0.08823529411764706,0.08823529411764706
P@137,0.08759124087591241,0.08759124087591241,0.08759124087591241,0.08759124087591241,0.08029197080291971,0.08759124087591241,0.08759124087591241,0.08759124087591241,0.08029197080291971,0.08759124087591241,0.08759124087591241
P@138,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.07971014492753623,0.08695652173913043,0.08695652173913043,0.08695652173913043,0.07971014492753623,0.08695652173913043,0.08695652173913043
P@139,0.08633093525179857,0.08633093525179857,0.08633093525179857,0.08633093525179857,0.07913669064748201,0.08633093525179857,0.08633093525179857,0.08633093525179857,0.07913669064748201,0.08633093525179857,0.08633093525179857
P@140,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.07857142857142857,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.07857142857142857,0.08571428571428572,0.08571428571428572
P@141,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.07801418439716312,0.0851063829787234,0.0851063829787234,0.0851063829787234,0.07801418439716312,0.0851063829787234,0.0851063829787234
P@142,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.07746478873239436,0.08450704225352113,0.08450704225352113,0.08450704225352113,0.07746478873239436,0.08450704225352113,0.08450704225352113
P@143,0.08391608391608392,0.08391608391608392,0.08391608391608392,0.08391608391608392,0.07692307692307693,0.08391608391608392,0.08391608391608392,0.08391608391608392,0.07692307692307693,0.08391608391608392,0.08391608391608392
P@144,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0763888888888889,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0763888888888889,0.08333333333333333,0.08333333333333333
P@145,0.08275862068965517,0.08275862068965517,0.08275862068965517,0.08275862068965517,0.07586206896551724,0.08275862068965517,0.08275862068965517,0.08275862068965517,0.07586206896551724,0.08275862068965517,0.08275862068965517
P@146,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178,0.0821917808219178
