priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,s1,s2,s3,s4,addr,_package,_class,_method,rank_score,rank_score0,rank_score1,rank_score2,rank_score3,rank_score4,rank_score5,rank_score6,rank_score7,rank_score8,rank_score9,rank_score10,s4_rank0,s4_rank1,s4_rank2,s4_rank3,s4_rank4,s4_rank5,s4_rank6,s4_rank7,s4_rank8,s4_rank9,s4_rank10
M,V,EI_EXPOSE_REP2,com.metamx.common.parsers.JSONPathParser,fieldSpecs,<init>(Ljava/util/List;ZLcom/fasterxml/jackson/databind/ObjectMapper;)V,63,63,1,0,1,1.0,1.0,EI2,com.metamx.common.parsers,com.metamx.common.parsers.JSONPathParser,com.metamx.common.parsers.JSONPathParser.<init>,0.3185630436451243,0.3850338350611953,0.37173967677798114,0.3584455184947669,0.3451513602115527,0.33185720192833856,0.3185630436451243,0.30526888536191016,0.29197472707869593,0.27868056879548175,0.2653864105122675,0.25209225222905335,0.3850338350611953,0.37173967677798114,0.3584455184947669,0.3451513602115527,0.33185720192833856,0.3185630436451243,0.30526888536191016,0.29197472707869593,0.27868056879548175,0.2653864105122675,0.25209225222905335
L,P,SIC_INNER_SHOULD_BE_STATIC_ANON,com.metamx.common.parsers.JSONPathParser,NO_FIELD,parse(Ljava/lang/String;)Ljava/util/Map;,99,99,0,0,1,1.0,1.0,SIC,com.metamx.common.parsers,com.metamx.common.parsers.JSONPathParser,com.metamx.common.parsers.JSONPathParser.parse,0.15050303809879886,0.04891382396854441,0.06923166679459532,0.0895495096206462,0.1098673524466971,0.130185195272748,0.15050303809879886,0.1708208809248498,0.19113872375090066,0.21145656657695155,0.23177440940300245,0.25209225222905335,0.04891382396854441,0.06923166679459532,0.0895495096206462,0.1098673524466971,0.130185195272748,0.15050303809879886,0.1708208809248498,0.19113872375090066,0.21145656657695155,0.23177440940300245,0.25209225222905335
L,D,REC_CATCH_EXCEPTION,com.metamx.common.parsers.JSONPathParser,NO_FIELD,parse(Ljava/lang/String;)Ljava/util/Map;,126,126,0,0,1,1.0,1.0,REC,com.metamx.common.parsers,com.metamx.common.parsers.JSONPathParser,com.metamx.common.parsers.JSONPathParser.parse,0.15050303809879886,0.04891382396854441,0.06923166679459532,0.0895495096206462,0.1098673524466971,0.130185195272748,0.15050303809879886,0.1708208809248498,0.19113872375090066,0.21145656657695155,0.23177440940300245,0.25209225222905335,0.04891382396854441,0.06923166679459532,0.0895495096206462,0.1098673524466971,0.130185195272748,0.15050303809879886,0.1708208809248498,0.19113872375090066,0.21145656657695155,0.23177440940300245,0.25209225222905335
M,B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,com.metamx.common.StreamUtils,NO_FIELD,copyToFileAndClose(Ljava/io/InputStream;Ljava/io/File;J)J,83,83,0,0,1,1.0,1.0,RV,com.metamx.common,com.metamx.common.StreamUtils,com.metamx.common.StreamUtils.copyToFileAndClose,0.2562877313401233,0.2766253983326359,0.27255786493413336,0.2684903315356309,0.2644227981371283,0.2603552647386258,0.2562877313401233,0.25222019794162076,0.24815266454311824,0.24408513114461575,0.2400175977461132,0.23595006434761068,0.2766253983326359,0.27255786493413336,0.2684903315356309,0.2644227981371283,0.2603552647386258,0.2562877313401233,0.25222019794162076,0.24815266454311824,0.24408513114461575,0.2400175977461132,0.23595006434761068
M,B,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,com.metamx.common.StreamUtils,NO_FIELD,copyToFileAndClose(Ljava/io/InputStream;Ljava/io/File;)J,56,56,0,0,1,1.0,1.0,RV,com.metamx.common,com.metamx.common.StreamUtils,com.metamx.common.StreamUtils.copyToFileAndClose,0.2562877313401233,0.2766253983326359,0.27255786493413336,0.2684903315356309,0.2644227981371283,0.2603552647386258,0.2562877313401233,0.25222019794162076,0.24815266454311824,0.24408513114461575,0.2400175977461132,0.23595006434761068,0.2766253983326359,0.27255786493413336,0.2684903315356309,0.2644227981371283,0.2603552647386258,0.2562877313401233,0.25222019794162076,0.24815266454311824,0.24408513114461575,0.2400175977461132,0.23595006434761068
M,V,EI_EXPOSE_REP,com.metamx.common.parsers.CSVParser,fieldNames,getFieldNames()Ljava/util/List;,89,89,0,0,1,0.934230687,1.0,EI,com.metamx.common.parsers,com.metamx.common.parsers.CSVParser,com.metamx.common.parsers.CSVParser.getFieldNames,0.11305234064798954,0.006437699166317958,0.027760627462652274,0.04908355575898659,0.0704064840553209,0.09172941235165522,0.11305234064798954,0.13437526894432383,0.15569819724065814,0.17702112553699248,0.19834405383332682,0.21966698212966113,0.006437699166317958,0.027760627462652274,0.04908355575898659,0.0704064840553209,0.09172941235165522,0.11305234064798954,0.13437526894432383,0.15569819724065814,0.17702112553699248,0.19834405383332682,0.21966698212966113
M,V,EI_EXPOSE_REP,com.metamx.common.parsers.DelimitedParser,fieldNames,getFieldNames()Ljava/util/List;,112,112,0,0,1,0.934230687,1.0,EI,com.metamx.common.parsers,com.metamx.common.parsers.DelimitedParser,com.metamx.common.parsers.DelimitedParser.getFieldNames,0.11174099482205503,0.006437699166317958,0.027498358297465376,0.048559017428612794,0.0696196765597602,0.09068033569090762,0.11174099482205503,0.13280165395320245,0.15386231308434983,0.1749229722154973,0.1959836313466447,0.2170442904777921,0.006437699166317958,0.027498358297465376,0.048559017428612794,0.0696196765597602,0.09068033569090762,0.11174099482205503,0.13280165395320245,0.15386231308434983,0.1749229722154973,0.1959836313466447,0.2170442904777921
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.RetryUtils,NO_FIELD,retry(Ljava/util/concurrent/Callable;Lcom/google/common/base/Predicate;I)Ljava/lang/Object;,78,78,0,0,0,0.45661030700000005,0.32565800300000003,THROWS,com.metamx.common,com.metamx.common.RetryUtils,com.metamx.common.RetryUtils.retry,0.36014343562133044,0.35518709309567836,0.35617836160080873,0.3571696301059392,0.3581608986110696,0.3591521671162,0.36014343562133044,0.3611347041264609,0.3621259726315913,0.3631172411367217,0.3641085096418522,0.3650997781469826,0.11566951942891371,0.11599233395073126,0.11631514847254885,0.1166379629943664,0.11696077751618397,0.11728359203800155,0.11760640655981913,0.11792922108163668,0.11825203560345426,0.11857485012527184,0.1188976646470894
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.guava.ConcatSequence,NO_FIELD,wrapYielder(Lcom/metamx/common/guava/Yielder;Lcom/metamx/common/guava/Yielder;Lcom/metamx/common/guava/YieldingAccumulator;)Lcom/metamx/common/guava/Yielder;,118,130,0,0,0,0.430563976,0.358824906,THROWS,com.metamx.common.guava,com.metamx.common.guava.ConcatSequence,com.metamx.common.guava.ConcatSequence.wrapYielder,0.13181969405344904,0.003910902243538159,0.02949266060552034,0.055074418967502516,0.0806561773294847,0.10623793569146688,0.13181969405344904,0.15740145241543124,0.1829832107774134,0.2085649691393956,0.23414672750137777,0.25972848586335995,0.0014033291299127692,0.010582701169465738,0.019762073209018707,0.028941445248571677,0.038120817288124643,0.04730018932767761,0.05647956136723059,0.06565893340678354,0.07483830544633653,0.0840176774858895,0.09319704952544246
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.guava.ConcatSequence,NO_FIELD,makeYielder(Lcom/metamx/common/guava/Yielder;Ljava/lang/Object;Lcom/metamx/common/guava/YieldingAccumulator;)Lcom/metamx/common/guava/Yielder;,88,109,1,0,0,0.436277139,0.341308144,THROWS,com.metamx.common.guava,com.metamx.common.guava.ConcatSequence,com.metamx.common.guava.ConcatSequence.makeYielder,0.3262641384978935,0.3927997911324271,0.3794926606055204,0.3661855300786136,0.3528783995517069,0.3395712690248002,0.3262641384978935,0.3129570079709868,0.29964987744408006,0.2863427469171733,0.27303561639026663,0.25972848586335995,0.13406576767499634,0.12952393565289208,0.12498210363078778,0.12044027160868351,0.11589843958657925,0.11135660756447496,0.1068147755423707,0.10227294352026642,0.09773111149816215,0.09318927947605787,0.08864744745395362
M,D,DLS_DEAD_LOCAL_STORE,com.metamx.common.CompressionUtils,NO_FIELD,unzip(Lcom/google/common/io/ByteSource;Ljava/io/File;Lcom/google/common/base/Predicate;Z)Lcom/metamx/common/FileUtils$FileCopyResult;,151,151,1,0,1,1.0,1.0,DLS,com.metamx.common,com.metamx.common.CompressionUtils,com.metamx.common.CompressionUtils.unzip,0.1276860001848243,0.17941504158026825,0.16906923330117948,0.15872342502209066,0.14837761674300184,0.13803180846391308,0.1276860001848243,0.11734019190573548,0.10699438362664668,0.09664857534755787,0.08630276706846908,0.07595695878938029,0.17941504158026825,0.16906923330117948,0.15872342502209066,0.14837761674300184,0.13803180846391308,0.1276860001848243,0.11734019190573548,0.10699438362664668,0.09664857534755787,0.08630276706846908,0.07595695878938029
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.StreamUtils,NO_FIELD,retryCopy(Lcom/google/common/io/ByteSource;Lcom/google/common/io/ByteSink;Lcom/google/common/base/Predicate;I)J,164,185,0,0,0,0.368404602,0.25726328800000003,THROWS,com.metamx.common,com.metamx.common.StreamUtils,com.metamx.common.StreamUtils.retryCopy,0.11847395385919499,0.0009978433707792836,0.024493065468462426,0.04798828756614557,0.0714835096638287,0.09497873176151186,0.11847395385919499,0.1419691759568781,0.16546439805456126,0.18895962015224443,0.21245484224992756,0.23595006434761068,0.00025670846647568167,0.006301166555615905,0.01234562464475613,0.01839008273389635,0.024434540823036578,0.030478998912176796,0.03652345700131701,0.04256791509045724,0.04861237317959747,0.05465683126873769,0.060701289357877906
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,addMaybeStartManagedInstance(Ljava/lang/Object;Lcom/metamx/common/lifecycle/Lifecycle$Stage;)Ljava/lang/Object;,185,186,0,0,0,0.398297429,0.494194346,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.addMaybeStartManagedInstance,0.04204284834929636,0.005922683233012521,0.01314671625626929,0.02037074927952606,0.027594782302782825,0.034818815326039594,0.04204284834929636,0.049266881372553126,0.056490914395809895,0.06371494741906666,0.07093898044232344,0.0781630134655802,0.0029269565669037888,0.00649703284231457,0.010067109117725351,0.013637185393136133,0.017207261668546914,0.020777337943957697,0.024347414219368476,0.027917490494779255,0.03148756677019004,0.03505764304560082,0.038627719321011604
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,addMaybeStartStartCloseInstance(Ljava/lang/Object;Lcom/metamx/common/lifecycle/Lifecycle$Stage;)Ljava/lang/Object;,214,215,0,0,0,0.398297429,0.494194346,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.addMaybeStartStartCloseInstance,0.04204284834929636,0.005922683233012521,0.01314671625626929,0.02037074927952606,0.027594782302782825,0.034818815326039594,0.04204284834929636,0.049266881372553126,0.056490914395809895,0.06371494741906666,0.07093898044232344,0.0781630134655802,0.0029269565669037888,0.00649703284231457,0.010067109117725351,0.013637185393136133,0.017207261668546914,0.020777337943957697,0.024347414219368476,0.027917490494779255,0.03148756677019004,0.03505764304560082,0.038627719321011604
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,addMaybeStartHandler(Lcom/metamx/common/lifecycle/Lifecycle$Handler;)V,227,228,0,0,0,0.39017795,0.483325004,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.addMaybeStartHandler,0.04204284834929636,0.005922683233012521,0.01314671625626929,0.02037074927952606,0.027594782302782825,0.034818815326039594,0.04204284834929636,0.049266881372553126,0.056490914395809895,0.06371494741906666,0.07093898044232344,0.0781630134655802,0.00286258089728651,0.006354136687148219,0.00984569247700993,0.013337248266871639,0.01682880405673335,0.020320359846595058,0.023811915636456765,0.027303471426318476,0.030795027216180184,0.0342865830060419,0.0377781387959036
L,I,DM_CONVERT_CASE,com.metamx.common.Granularity,NO_FIELD,toPath(Lorg/joda/time/DateTime;Ljava/lang/String;)Ljava/lang/String;,700,700,0,0,0,0.807470493,0.8341678770000001,Dm,com.metamx.common,com.metamx.common.Granularity,com.metamx.common.Granularity.toPath,0.01939356873853285,0.006437699166317958,0.009028873080760938,0.011620046995203914,0.014211220909646893,0.01680239482408987,0.01939356873853285,0.021984742652975828,0.024575916567418806,0.027167090481861784,0.029758264396304766,0.03234943831074774,0.005370121846332122,0.007531595889480802,0.00969306993262948,0.011854543975778158,0.014016018018926837,0.016177492062075517,0.018338966105224196,0.020500440148372875,0.022661914191521554,0.024823388234670236,0.026984862277818912
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,stop()V,267,293,0,0,0,0.39953099700000005,0.33099421100000004,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.stop,0.04056217754104323,0.0029613416165062607,0.010481508801413655,0.018001675986321047,0.025521843171228444,0.03304201035613584,0.04056217754104323,0.048082344725950625,0.05560251191085802,0.06312267909576541,0.07064284628067281,0.0781630134655802,0.0009801869318569545,0.0034693187358134686,0.005958450539769983,0.008447582343726497,0.010936714147683012,0.013425845951639525,0.01591497775559604,0.018404109559552555,0.020893241363509066,0.023382373167465585,0.0258715049714221
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,start()V,252,263,0,0,0,0.34343065799999994,0.292960121,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.start,0.1566753563159491,0.23518769916631796,0.2194852305962442,0.20378276202617043,0.18808029345609661,0.17237782488602285,0.1566753563159491,0.14097288774587532,0.12527041917580153,0.10956795060572776,0.09386548203565398,0.0781630134655802,0.06890061680547611,0.0643004197131886,0.0597002226209011,0.05510002552861357,0.05049982843632607,0.045899631344038565,0.041299434251751053,0.03669923715946354,0.03209904006717603,0.02749884297488852,0.02289864588260101
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.CompressionUtils,NO_FIELD,unzip(Lcom/google/common/io/ByteSource;Ljava/io/File;Lcom/google/common/base/Predicate;Z)Lcom/metamx/common/FileUtils$FileCopyResult;,130,163,0,0,0,0.37605131399999997,0.29648700100000003,THROWS,com.metamx.common,com.metamx.common.CompressionUtils,com.metamx.common.CompressionUtils.unzip,0.1276860001848243,0.17941504158026825,0.16906923330117948,0.15872342502209066,0.14837761674300184,0.13803180846391308,0.1276860001848243,0.11734019190573548,0.10699438362664668,0.09664857534755787,0.08630276706846908,0.07595695878938029,0.05319422761242404,0.050126829942836036,0.04705943227324803,0.04399203460366001,0.04092463693407201,0.037857239264484005,0.03478984159489599,0.03172244392530798,0.02865504625571997,0.02558764858613196,0.022520250916543954
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.nary.TrinaryTransformIterator,iterator1,<init>(Ljava/util/Iterator;Ljava/util/Iterator;Ljava/util/Iterator;Lcom/metamx/common/guava/nary/TrinaryFn;)V,48,48,0,0,1,0.942687587,1.0,EI2,com.metamx.common.guava.nary,com.metamx.common.guava.nary.TrinaryTransformIterator,com.metamx.common.guava.nary.TrinaryTransformIterator.<init>,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.nary.TrinaryTransformIterator,iterator2,<init>(Ljava/util/Iterator;Ljava/util/Iterator;Ljava/util/Iterator;Lcom/metamx/common/guava/nary/TrinaryFn;)V,49,49,0,0,1,0.942687587,1.0,EI2,com.metamx.common.guava.nary,com.metamx.common.guava.nary.TrinaryTransformIterator,com.metamx.common.guava.nary.TrinaryTransformIterator.<init>,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.nary.TrinaryTransformIterator,iterator3,<init>(Ljava/util/Iterator;Ljava/util/Iterator;Ljava/util/Iterator;Lcom/metamx/common/guava/nary/TrinaryFn;)V,50,50,0,0,1,0.942687587,1.0,EI2,com.metamx.common.guava.nary,com.metamx.common.guava.nary.TrinaryTransformIterator,com.metamx.common.guava.nary.TrinaryTransformIterator.<init>,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873,0.019313097498953873
M,V,EI_EXPOSE_REP,com.metamx.common.parsers.JSONParser,fieldNames,getFieldNames()Ljava/util/List;,100,100,0,0,1,0.934230687,1.0,EI,com.metamx.common.parsers,com.metamx.common.parsers.JSONParser,com.metamx.common.parsers.JSONParser.getFieldNames,0.012733905282889958,0.006437699166317958,0.007696940389632359,0.008956181612946758,0.01021542283626116,0.01147466405957556,0.012733905282889958,0.01399314650620436,0.01525238772951876,0.01651162895283316,0.01777087017614756,0.01903011139946196,0.006437699166317958,0.007696940389632359,0.008956181612946758,0.01021542283626116,0.01147466405957556,0.012733905282889958,0.01399314650620436,0.01525238772951876,0.01651162895283316,0.01777087017614756,0.01903011139946196
M,V,EI_EXPOSE_REP2,com.metamx.common.parsers.JSONParser,objectMapper,<init>(Lcom/fasterxml/jackson/databind/ObjectMapper;Ljava/lang/Iterable;Ljava/lang/Iterable;)V,90,90,0,0,1,0.943649978,1.0,EI2,com.metamx.common.parsers,com.metamx.common.parsers.JSONParser,com.metamx.common.parsers.JSONParser.<init>,0.010327815219478622,0.0016255190394952844,0.003365978275491952,0.00510643751148862,0.006846896747485287,0.008587355983481955,0.010327815219478622,0.01206827445547529,0.013808733691471956,0.015549192927468624,0.017289652163465292,0.01903011139946196,0.0016255190394952844,0.003365978275491952,0.00510643751148862,0.006846896747485287,0.008587355983481955,0.010327815219478622,0.01206827445547529,0.013808733691471956,0.015549192927468624,0.017289652163465292,0.01903011139946196
L,D,REC_CATCH_EXCEPTION,com.metamx.common.parsers.JSONParser,NO_FIELD,parse(Ljava/lang/String;)Ljava/util/Map;,146,146,0,0,1,1.0,1.0,REC,com.metamx.common.parsers,com.metamx.common.parsers.JSONParser,com.metamx.common.parsers.JSONParser.parse,0.017700243058866864,0.01637037471827177,0.01663634838639079,0.016902322054509804,0.017168295722628825,0.017434269390747843,0.017700243058866864,0.01796621672698588,0.018232190395104902,0.01849816406322392,0.01876413773134294,0.01903011139946196,0.01637037471827177,0.01663634838639079,0.016902322054509804,0.017168295722628825,0.017434269390747843,0.017700243058866864,0.01796621672698588,0.018232190395104902,0.01849816406322392,0.01876413773134294,0.01903011139946196
