priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,s1,s2,s3,s4,addr,_package,_class,_method,rank_score,rank_score0,rank_score1,rank_score2,rank_score3,rank_score4,rank_score5,rank_score6,rank_score7,rank_score8,rank_score9,rank_score10,s4_rank0,s4_rank1,s4_rank2,s4_rank3,s4_rank4,s4_rank5,s4_rank6,s4_rank7,s4_rank8,s4_rank9,s4_rank10
M,V,EI_EXPOSE_REP,hudson.tasks.junit.History,testObject,getTestObject()Lhudson/tasks/test/TestObject;,68,68,1,0.0,1.0,0.9999999999999998,1.0,EI,hudson.tasks.junit,hudson.tasks.junit.History,hudson.tasks.junit.History.getTestObject,0.27170839848663003,0.2898635678833903,0.28623253400403825,0.28260150012468616,0.2789704662453341,0.2753394323659821,0.27170839848663003,0.26807736460727793,0.2644463307279259,0.26081529684857385,0.25718426296922176,0.2535532290898697,0.2898635678833903,0.28623253400403825,0.28260150012468616,0.2789704662453341,0.2753394323659821,0.27170839848663003,0.26807736460727793,0.2644463307279259,0.26081529684857385,0.25718426296922176,0.2535532290898697
M,V,EI_EXPOSE_REP2,hudson.tasks.junit.History,testObject,<init>(Lhudson/tasks/test/TestObject;)V,64,64,1,0.0,1.0,0.9999999999999998,0.9999999999999998,EI2,hudson.tasks.junit,hudson.tasks.junit.History,hudson.tasks.junit.History.<init>,0.27170839848663003,0.2898635678833903,0.28623253400403825,0.28260150012468616,0.2789704662453341,0.2753394323659821,0.27170839848663003,0.26807736460727793,0.2644463307279259,0.26081529684857385,0.25718426296922176,0.2535532290898697,0.28986356788339024,0.2862325340040382,0.2826015001246861,0.27897046624533406,0.275339432365982,0.27170839848663,0.2680773646072779,0.26444633072792584,0.2608152968485738,0.2571842629692217,0.25355322908986966
M,V,EI_EXPOSE_REP,hudson.tasks.junit.CaseResult,parent,getSuiteResult()Lhudson/tasks/junit/SuiteResult;,620,620,0,0.0,1.0,0.7681519818526483,1.0,EI,hudson.tasks.junit,hudson.tasks.junit.CaseResult,hudson.tasks.junit.CaseResult.getSuiteResult,0.11040743155889521,0.013937641957464381,0.033231599877750546,0.05252555779803672,0.07181951571832287,0.09111347363860905,0.11040743155889521,0.12970138947918136,0.14899534739946751,0.16828930531975372,0.18758326324003988,0.20687722116032603,0.013937641957464381,0.033231599877750546,0.05252555779803672,0.07181951571832287,0.09111347363860905,0.11040743155889521,0.12970138947918136,0.14899534739946751,0.16828930531975372,0.18758326324003988,0.20687722116032603
M,V,EI_EXPOSE_REP,hudson.tasks.junit.CaseResult,classResult,getParent()Lhudson/tasks/junit/ClassResult;,244,244,0,0.0,1.0,0.7597398919710707,1.0,EI,hudson.tasks.junit,hudson.tasks.junit.CaseResult,hudson.tasks.junit.CaseResult.getParent,0.11040743155889521,0.013937641957464381,0.033231599877750546,0.05252555779803672,0.07181951571832287,0.09111347363860905,0.11040743155889521,0.12970138947918136,0.14899534739946751,0.16828930531975372,0.18758326324003988,0.20687722116032603,0.013937641957464381,0.033231599877750546,0.05252555779803672,0.07181951571832287,0.09111347363860905,0.11040743155889521,0.12970138947918136,0.14899534739946751,0.16828930531975372,0.18758326324003988,0.20687722116032603
M,V,EI_EXPOSE_REP2,hudson.tasks.junit.CaseResult,parent,<init>(Lhudson/tasks/junit/SuiteResult;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,125,125,0,0.0,1.0,1.0,0.9999999999999998,EI2,hudson.tasks.junit,hudson.tasks.junit.CaseResult,hudson.tasks.junit.CaseResult.<init>,0.16133335748482114,0.11578949380931623,0.12489826654441721,0.1340070392795182,0.14311581201461915,0.15222458474972014,0.16133335748482114,0.1704421302199221,0.17955090295502307,0.18865967569012407,0.19776844842522506,0.20687722116032603,0.1157894938093162,0.12489826654441719,0.13400703927951818,0.14311581201461912,0.15222458474972012,0.1613333574848211,0.17044213021992208,0.17955090295502305,0.188659675690124,0.197768448425225,0.20687722116032597
M,V,EI_EXPOSE_REP2,hudson.tasks.junit.CaseResult,parent,<init>(Lhudson/tasks/junit/SuiteResult;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V,138,138,0,0.0,1.0,1.0,0.9999999999999998,EI2,hudson.tasks.junit,hudson.tasks.junit.CaseResult,hudson.tasks.junit.CaseResult.<init>,0.16133335748482114,0.11578949380931623,0.12489826654441721,0.1340070392795182,0.14311581201461915,0.15222458474972014,0.16133335748482114,0.1704421302199221,0.17955090295502307,0.18865967569012407,0.19776844842522506,0.20687722116032603,0.1157894938093162,0.12489826654441719,0.13400703927951818,0.14311581201461912,0.15222458474972012,0.1613333574848211,0.17044213021992208,0.17955090295502305,0.188659675690124,0.197768448425225,0.20687722116032597
M,V,EI_EXPOSE_REP2,hudson.tasks.junit.CaseResult,parent,setParentSuiteResult(Lhudson/tasks/junit/SuiteResult;)V,668,668,0,0.0,1.0,1.0,0.9999999999999998,EI2,hudson.tasks.junit,hudson.tasks.junit.CaseResult,hudson.tasks.junit.CaseResult.setParentSuiteResult,0.15762965378111743,0.10838208640190883,0.11823159987775056,0.1280811133535923,0.13793062682943397,0.1477801403052757,0.15762965378111743,0.16747916725695916,0.17732868073280086,0.1871781942086426,0.1970277076844843,0.20687722116032603,0.1083820864019088,0.11823159987775053,0.12808111335359226,0.13793062682943394,0.14778014030527567,0.1576296537811174,0.16747916725695913,0.17732868073280084,0.18717819420864257,0.19702770768448424,0.20687722116032597
M,V,EI_EXPOSE_REP2,hudson.tasks.junit.CaseResult,parent,freeze(Lhudson/tasks/junit/SuiteResult;)V,672,672,0,0.0,1.0,1.0,0.9999999999999998,EI2,hudson.tasks.junit,hudson.tasks.junit.CaseResult,hudson.tasks.junit.CaseResult.freeze,0.15022224637371,0.09356727158709402,0.10489826654441722,0.11622926150174043,0.1275602564590636,0.13889125141638684,0.15022224637371,0.16155324133103321,0.17288423628835642,0.18421523124567962,0.19554622620300283,0.20687722116032603,0.093567271587094,0.1048982665444172,0.1162292615017404,0.12756025645906358,0.1388912514163868,0.15022224637370998,0.1615532413310332,0.1728842362883564,0.1842152312456796,0.19554622620300277,0.20687722116032597
M,V,EI_EXPOSE_REP2,hudson.tasks.junit.CaseResult,classResult,setClass(Lhudson/tasks/junit/ClassResult;)V,721,721,0,0.0,1.0,0.7664374458356089,0.9999999999999998,EI2,hudson.tasks.junit,hudson.tasks.junit.CaseResult,hudson.tasks.junit.CaseResult.setClass,0.10343861058016302,0.0,0.020687722116032606,0.04137544423206521,0.062063166348097804,0.08275088846413042,0.10343861058016302,0.12412633269619561,0.1448140548122282,0.16550177692826085,0.18618949904429344,0.20687722116032603,0.0,0.020687722116032602,0.041375444232065205,0.06206316634809779,0.08275088846413041,0.10343861058016299,0.12412633269619558,0.14481405481222817,0.16550177692826082,0.1861894990442934,0.20687722116032597
M,V,EI_EXPOSE_REP,hudson.tasks.junit.PackageResult,parent,getParent()Lhudson/tasks/junit/TestResult;,66,66,0,0.0,1.0,0.7641667646055084,1.0,EI,hudson.tasks.junit,hudson.tasks.junit.PackageResult,hudson.tasks.junit.PackageResult.getParent,0.08103392541218422,0.013937641957464381,0.02735689864840835,0.04077615533935232,0.05419541203029629,0.06761466872124026,0.08103392541218422,0.0944531821031282,0.10787243879407216,0.12129169548501614,0.1347109521759601,0.1481302088669041,0.013937641957464381,0.02735689864840835,0.04077615533935232,0.05419541203029629,0.06761466872124026,0.08103392541218422,0.0944531821031282,0.10787243879407216,0.12129169548501614,0.1347109521759601,0.1481302088669041
