priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,s1,s2,s3,s4,addr,_package,_class,_method,rank_score,rank_score0,rank_score1,rank_score2,rank_score3,rank_score4,rank_score5,rank_score6,rank_score7,rank_score8,rank_score9,rank_score10,s4_rank0,s4_rank1,s4_rank2,s4_rank3,s4_rank4,s4_rank5,s4_rank6,s4_rank7,s4_rank8,s4_rank9,s4_rank10
M,V,EI_EXPOSE_REP,org.apache.commons.lang.builder.ToStringBuilder,style,getStyle()Lorg/apache/commons/lang/builder/ToStringStyle;,1040,1040,0,0.0,1.0,0.9030953733551176,1.0,EI,org.apache.commons.lang.builder,org.apache.commons.lang.builder.ToStringBuilder,org.apache.commons.lang.builder.ToStringBuilder.getStyle,0.07004299507190989,0.0030171980287639543,0.01642235743739314,0.029827516846022327,0.04323267625465151,0.056637835663280706,0.07004299507190989,0.08344815448053906,0.09685331388916825,0.11025847329779745,0.12366363270642663,0.13706879211505582,0.0030171980287639543,0.01642235743739314,0.029827516846022327,0.04323267625465151,0.056637835663280706,0.07004299507190989,0.08344815448053906,0.09685331388916825,0.11025847329779745,0.12366363270642663,0.13706879211505582
M,V,EI_EXPOSE_REP,org.apache.commons.lang.time.FastDateFormat,mTimeZone,getTimeZone()Ljava/util/TimeZone;,933,933,0,0.0,1.0,0.9030953733551176,1.0,EI,org.apache.commons.lang.time,org.apache.commons.lang.time.FastDateFormat,org.apache.commons.lang.time.FastDateFormat.getTimeZone,0.05325589556122069,0.0030171980287639543,0.013064937535255304,0.023112677041746653,0.033160416548237995,0.04320815605472935,0.05325589556122069,0.06330363506771204,0.07335137457420338,0.08339911408069475,0.09344685358718609,0.10349459309367744,0.0030171980287639543,0.013064937535255304,0.023112677041746653,0.033160416548237995,0.04320815605472935,0.05325589556122069,0.06330363506771204,0.07335137457420338,0.08339911408069475,0.09344685358718609,0.10349459309367744
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.mutable.MutableDouble,NO_FIELD,getValue()Ljava/lang/Double;,89,89,0,0.0,0.0,0.263101843042912,0.30849171485766924,Bx,org.apache.commons.lang.mutable,org.apache.commons.lang.mutable.MutableDouble,org.apache.commons.lang.mutable.MutableDouble.getValue,0.12780599416675048,0.0018706627778336518,0.027057729055617017,0.05224479533340039,0.07743186161118375,0.10261892788896712,0.12780599416675048,0.15299306044453384,0.1781801267223172,0.2033671930001006,0.22855425927788395,0.2537413255556673,0.0005770839682543143,0.008347085236521477,0.01611708650478864,0.0238870877730558,0.031657089041322965,0.03942709030959013,0.047197091577857286,0.05496709284612445,0.06273709411439161,0.07050709538265879,0.07827709665092594
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.math.FloatRange,NO_FIELD,getMinimumNumber()Ljava/lang/Number;,183,183,0,0.0,0.0,0.19042434476333847,0.2140448609700528,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.FloatRange,org.apache.commons.lang.math.FloatRange.getMinimumNumber,0.17683731985694254,0.0018706627778336518,0.03686399419365543,0.0718573256094772,0.10685065702529897,0.14184398844112076,0.17683731985694254,0.2118306512727643,0.24682398268858607,0.28181731410440786,0.31681064552022964,0.3518039769360514,0.00040040575420325676,0.00789054851198181,0.015380691269760362,0.02287083402753891,0.03036097678531747,0.03785111954309602,0.04534126230087457,0.05283140505865312,0.060321547816431675,0.06781169057421023,0.07530183333198878
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.math.FloatRange,NO_FIELD,getMaximumNumber()Ljava/lang/Number;,240,240,0,0.0,0.0,0.19042434476333847,0.2140448609700528,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.FloatRange,org.apache.commons.lang.math.FloatRange.getMaximumNumber,0.17683731985694254,0.0018706627778336518,0.03686399419365543,0.0718573256094772,0.10685065702529897,0.14184398844112076,0.17683731985694254,0.2118306512727643,0.24682398268858607,0.28181731410440786,0.31681064552022964,0.3518039769360514,0.00040040575420325676,0.00789054851198181,0.015380691269760362,0.02287083402753891,0.03036097678531747,0.03785111954309602,0.04534126230087457,0.05283140505865312,0.060321547816431675,0.06781169057421023,0.07530183333198878
M,V,EI_EXPOSE_REP2,org.apache.commons.lang.text.ExtendedMessageFormat,registry,<init>(Ljava/lang/String;Ljava/util/Locale;Ljava/util/Map;)V,126,126,0,0.0,1.0,0.9022018938201224,1.0,EI2,org.apache.commons.lang.text,org.apache.commons.lang.text.ExtendedMessageFormat,org.apache.commons.lang.text.ExtendedMessageFormat.<init>,0.031246452537132784,0.002896510107613396,0.008566498593517274,0.014236487079421151,0.01990647556532503,0.025576464051228907,0.031246452537132784,0.03691644102303666,0.04258642950894054,0.04825641799484442,0.0539264064807483,0.05959639496665217,0.002896510107613396,0.008566498593517274,0.014236487079421151,0.01990647556532503,0.025576464051228907,0.031246452537132784,0.03691644102303666,0.04258642950894054,0.04825641799484442,0.0539264064807483,0.05959639496665217
L,I,DM_CONVERT_CASE,org.apache.commons.lang.StringUtils,NO_FIELD,lowerCase(Ljava/lang/String;)Ljava/lang/String;,4510,4510,0,0.0,0.0,0.4086707183834593,0.4456002034052817,Dm,org.apache.commons.lang,org.apache.commons.lang.StringUtils,org.apache.commons.lang.StringUtils.lowerCase,0.04292743189753021,0.0030171980287639543,0.010999244802517207,0.01898129157627046,0.026963338350023708,0.03494538512377696,0.04292743189753021,0.050909478671283453,0.05889152544503671,0.06687357221878998,0.07485561899254321,0.08283766576629646,0.0013444640553312332,0.0049012657213061556,0.008458067387281077,0.012014869053255998,0.01557167071923092,0.01912847238520584,0.02268527405118076,0.026242075717155682,0.029798877383130612,0.033355679049105524,0.036912480715080444
L,I,DM_CONVERT_CASE,org.apache.commons.lang.StringUtils,NO_FIELD,upperCase(Ljava/lang/String;)Ljava/lang/String;,4461,4461,0,0.0,0.0,0.3772257885676855,0.4456002034052817,Dm,org.apache.commons.lang,org.apache.commons.lang.StringUtils,org.apache.commons.lang.StringUtils.upperCase,0.04292743189753021,0.0030171980287639543,0.010999244802517207,0.01898129157627046,0.026963338350023708,0.03494538512377696,0.04292743189753021,0.050909478671283453,0.05889152544503671,0.06687357221878998,0.07485561899254321,0.08283766576629646,0.0013444640553312332,0.0049012657213061556,0.008458067387281077,0.012014869053255998,0.01557167071923092,0.01912847238520584,0.02268527405118076,0.026242075717155682,0.029798877383130612,0.033355679049105524,0.036912480715080444
M,P,DM_NUMBER_CTOR,org.apache.commons.lang.math.NumberUtils,NO_FIELD,<clinit>()V,53,53,0,0.0,1.0,0.8151309337094955,1.0,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.NumberUtils,org.apache.commons.lang.math.NumberUtils.<clinit>,0.039543984223249694,0.04267035671164836,0.042045082213968625,0.04141980771628889,0.04079453321860916,0.04016925872092943,0.039543984223249694,0.03891870972556996,0.038293435227890235,0.037668160730210495,0.03704288623253076,0.03641761173485103,0.04267035671164836,0.042045082213968625,0.04141980771628889,0.04079453321860916,0.04016925872092943,0.039543984223249694,0.03891870972556996,0.038293435227890235,0.037668160730210495,0.03704288623253076,0.03641761173485103
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.mutable.MutableDouble,NO_FIELD,toDouble()Ljava/lang/Double;,181,181,1,0.0,0.0,0.17316646038121958,0.13192952292735638,Bx,org.apache.commons.lang.mutable,org.apache.commons.lang.mutable.MutableDouble,org.apache.commons.lang.mutable.MutableDouble.toDouble,0.3778059941667505,0.5018706627778337,0.47705772905561705,0.4522447953334004,0.42743186161118374,0.40261892788896714,0.3778059941667505,0.3529930604445338,0.3281801267223172,0.30336719300010057,0.27855425927788396,0.2537413255556673,0.06621155711151575,0.0629379986031156,0.05966444009471544,0.056390881586315285,0.053117323077915134,0.049843764569514976,0.046570206061114824,0.04329664755271467,0.040023089044314515,0.036749530535914364,0.033475972027514206
M,P,DM_NUMBER_CTOR,org.apache.commons.lang.math.NumberUtils,NO_FIELD,<clinit>()V,47,47,0,0.0,0.0,0.7181096091143941,0.8405802400073182,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.NumberUtils,org.apache.commons.lang.math.NumberUtils.<clinit>,0.039543984223249694,0.04267035671164836,0.042045082213968625,0.04141980771628889,0.04079453321860916,0.04016925872092943,0.039543984223249694,0.03891870972556996,0.038293435227890235,0.037668160730210495,0.03704288623253076,0.03641761173485103,0.03586785868587526,0.03534226529854517,0.03481667191121509,0.034291078523885,0.03376548513655492,0.033239891749224836,0.032714298361894746,0.03218870497456467,0.03166311158723458,0.03113751819990449,0.03061192481257441
M,P,DM_NUMBER_CTOR,org.apache.commons.lang.math.NumberUtils,NO_FIELD,<clinit>()V,41,41,0,0.0,0.0,0.6676727800000052,0.8405802400073182,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.NumberUtils,org.apache.commons.lang.math.NumberUtils.<clinit>,0.039543984223249694,0.04267035671164836,0.042045082213968625,0.04141980771628889,0.04079453321860916,0.04016925872092943,0.039543984223249694,0.03891870972556996,0.038293435227890235,0.037668160730210495,0.03704288623253076,0.03641761173485103,0.03586785868587526,0.03534226529854517,0.03481667191121509,0.034291078523885,0.03376548513655492,0.033239891749224836,0.032714298361894746,0.03218870497456467,0.03166311158723458,0.03113751819990449,0.03061192481257441
L,D,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org.apache.commons.lang.exception.ExceptionUtils,NO_FIELD,isNestedThrowable(Ljava/lang/Throwable;)Z,472,472,0,0.0,1.0,1.0,1.0,RCN,org.apache.commons.lang.exception,org.apache.commons.lang.exception.ExceptionUtils,org.apache.commons.lang.exception.ExceptionUtils.isNestedThrowable,0.016074842579031842,0.01603439605752791,0.016042485361828698,0.016050574666129483,0.016058663970430268,0.016066753274731053,0.016074842579031842,0.01608293188333263,0.016091021187633416,0.0160991104919342,0.01610719979623499,0.016115289100535776,0.01603439605752791,0.016042485361828698,0.016050574666129483,0.016058663970430268,0.016066753274731053,0.016074842579031842,0.01608293188333263,0.016091021187633416,0.0160991104919342,0.01610719979623499,0.016115289100535776
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.math.NumberUtils,NO_FIELD,<clinit>()V,65,65,0,0.0,0.0,0.3155776688694324,0.32514668890398807,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.NumberUtils,org.apache.commons.lang.math.NumberUtils.<clinit>,0.039543984223249694,0.04267035671164836,0.042045082213968625,0.04141980771628889,0.04079453321860916,0.04016925872092943,0.039543984223249694,0.03891870972556996,0.038293435227890235,0.037668160730210495,0.03704288623253076,0.03641761173485103,0.013874125199144528,0.013670819266567859,0.01346751333399119,0.01326420740141452,0.01306090146883785,0.01285759553626118,0.012654289603684511,0.012450983671107843,0.012247677738531172,0.012044371805954503,0.011841065873377833
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.math.NumberUtils,NO_FIELD,<clinit>()V,71,71,0,0.0,0.0,0.2970249052223177,0.32514668890398807,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.NumberUtils,org.apache.commons.lang.math.NumberUtils.<clinit>,0.039543984223249694,0.04267035671164836,0.042045082213968625,0.04141980771628889,0.04079453321860916,0.04016925872092943,0.039543984223249694,0.03891870972556996,0.038293435227890235,0.037668160730210495,0.03704288623253076,0.03641761173485103,0.013874125199144528,0.013670819266567859,0.01346751333399119,0.01326420740141452,0.01306090146883785,0.01285759553626118,0.012654289603684511,0.012450983671107843,0.012247677738531172,0.012044371805954503,0.011841065873377833
L,D,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org.apache.commons.lang.exception.ExceptionUtils,NO_FIELD,isNestedThrowable(Ljava/lang/Throwable;)Z,485,485,0,0.0,0.0,0.6292401800583547,0.6686125191635968,RCN,org.apache.commons.lang.exception,org.apache.commons.lang.exception.ExceptionUtils,org.apache.commons.lang.exception.ExceptionUtils.isNestedThrowable,0.016074842579031842,0.01603439605752791,0.016042485361828698,0.016050574666129483,0.016058663970430268,0.016066753274731053,0.016074842579031842,0.01608293188333263,0.016091021187633416,0.0160991104919342,0.01610719979623499,0.016115289100535776,0.010720797941290579,0.01072620655141741,0.01073161516154424,0.010737023771671069,0.010742432381797897,0.01074784099192473,0.01075324960205156,0.010758658212178389,0.010764066822305218,0.010769475432432049,0.010774884042558878
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.mutable.MutableFloat,NO_FIELD,getValue()Ljava/lang/Float;,89,89,0,0.0,0.0,0.2435878952630701,0.30849171485766924,Bx,org.apache.commons.lang.mutable,org.apache.commons.lang.mutable.MutableFloat,org.apache.commons.lang.mutable.MutableFloat.getValue,0.014230725349546176,0.0018706627778336518,0.004342675292176157,0.0068146878065186624,0.009286700320861166,0.011758712835203671,0.014230725349546176,0.01670273786388868,0.019174750378231187,0.021646762892573692,0.024118775406916197,0.026590787921258702,0.0005770839682543143,0.0013396793479534526,0.002102274727652591,0.0028648701073517285,0.0036274654870508665,0.0043900608667500046,0.005152656246449143,0.005915251626148281,0.006677847005847419,0.007440442385546557,0.008203037765245695
M,P,DM_NUMBER_CTOR,org.apache.commons.lang.math.IntRange,NO_FIELD,getMinimumNumber()Ljava/lang/Number;,166,166,0,0.0,0.0,0.6555483386235468,0.5815202151904569,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.IntRange,org.apache.commons.lang.math.IntRange.getMinimumNumber,0.007848466353757822,0.0018706627778336518,0.0030662234930184857,0.004261784208203319,0.005457344923388153,0.006652905638572987,0.007848466353757822,0.009044027068942655,0.010239587784127488,0.011435148499312323,0.012630709214497157,0.01382626992968199,0.001087828221114603,0.0017830709454821443,0.0024783136698496855,0.0031735563942172263,0.0038687991185847675,0.004564041842952309,0.00525928456731985,0.005954527291687391,0.006649770016054933,0.007345012740422474,0.008040255464790015
M,P,DM_NUMBER_CTOR,org.apache.commons.lang.math.IntRange,NO_FIELD,getMaximumNumber()Ljava/lang/Number;,219,219,0,0.0,0.0,0.6555483386235468,0.5815202151904569,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.IntRange,org.apache.commons.lang.math.IntRange.getMaximumNumber,0.007848466353757822,0.0018706627778336518,0.0030662234930184857,0.004261784208203319,0.005457344923388153,0.006652905638572987,0.007848466353757822,0.009044027068942655,0.010239587784127488,0.011435148499312323,0.012630709214497157,0.01382626992968199,0.001087828221114603,0.0017830709454821443,0.0024783136698496855,0.0031735563942172263,0.0038687991185847675,0.004564041842952309,0.00525928456731985,0.005954527291687391,0.006649770016054933,0.007345012740422474,0.008040255464790015
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.mutable.MutableFloat,NO_FIELD,toFloat()Ljava/lang/Float;,253,253,1,0.0,0.0,0.16391901702731107,0.13192952292735638,Bx,org.apache.commons.lang.mutable,org.apache.commons.lang.mutable.MutableFloat,org.apache.commons.lang.mutable.MutableFloat.toFloat,0.037080187715137575,0.04756958750901645,0.04547170755024067,0.0433738275914649,0.04127594763268913,0.03917806767391335,0.037080187715137575,0.0349823077563618,0.03288442779758603,0.03078654783881025,0.028688667880034477,0.026590787921258702,0.0062758329859156714,0.005999060683795521,0.005722288381675372,0.005445516079555222,0.005168743777435071,0.004891971475314921,0.0046151991731947705,0.0043384268710746215,0.004061654568954471,0.003784882266834321,0.003508109964714171
M,P,DM_NUMBER_CTOR,org.apache.commons.lang.CharUtils,NO_FIELD,<clinit>()V,75,75,0,0.0,0.0,0.8809274373551491,0.8615035374404866,Bx,org.apache.commons.lang,org.apache.commons.lang.CharUtils,org.apache.commons.lang.CharUtils.<clinit>,0.0028059941667504776,0.0018706627778336518,0.002057729055617017,0.0022447953334003823,0.0024318616111837473,0.0026189278889671127,0.0028059941667504776,0.0029930604445338425,0.003180126722317208,0.0033671930001005733,0.0035542592778839382,0.0037413255556673036,0.001611582600461938,0.0017727408605081318,0.0019338991205543258,0.0020950573806005194,0.0022562156406467134,0.002417373900692907,0.0025785321607391005,0.0027396904207852945,0.0029008486808314886,0.003062006940877682,0.003223165200923876
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.math.DoubleRange,NO_FIELD,getMaximumNumber()Ljava/lang/Number;,242,242,0,0.0,0.0,0.19069319327141773,0.2140448609700528,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.DoubleRange,org.apache.commons.lang.math.DoubleRange.getMaximumNumber,0.007251332595796038,0.0018706627778336518,0.002946796741426129,0.004022930705018606,0.005099064668611083,0.00617519863220356,0.007251332595796038,0.008327466559388515,0.009403600522980992,0.01047973448657347,0.011555868450165947,0.012632002413758423,0.00040040575420325676,0.0006307466988255604,0.000861087643447864,0.0010914285880701674,0.0013217695326924713,0.001552110477314775,0.0017824514219370786,0.002012792366559382,0.002243133311181686,0.0024734742558039893,0.002703815200426293
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.math.DoubleRange,NO_FIELD,getMinimumNumber()Ljava/lang/Number;,183,183,0,0.0,0.0,0.19069319327141773,0.2140448609700528,Bx,org.apache.commons.lang.math,org.apache.commons.lang.math.DoubleRange,org.apache.commons.lang.math.DoubleRange.getMinimumNumber,0.007251332595796038,0.0018706627778336518,0.002946796741426129,0.004022930705018606,0.005099064668611083,0.00617519863220356,0.007251332595796038,0.008327466559388515,0.009403600522980992,0.01047973448657347,0.011555868450165947,0.012632002413758423,0.00040040575420325676,0.0006307466988255604,0.000861087643447864,0.0010914285880701674,0.0013217695326924713,0.001552110477314775,0.0017824514219370786,0.002012792366559382,0.002243133311181686,0.0024734742558039893,0.002703815200426293
M,P,DM_NUMBER_CTOR,org.apache.commons.lang.CharUtils,NO_FIELD,toCharacterObject(C)Ljava/lang/Character;,109,109,0,0.0,0.0,0.6058708840810831,0.6992969970786964,Bx,org.apache.commons.lang,org.apache.commons.lang.CharUtils,org.apache.commons.lang.CharUtils.toCharacterObject,0.0028059941667504776,0.0018706627778336518,0.002057729055617017,0.0022447953334003823,0.0024318616111837473,0.0026189278889671127,0.0028059941667504776,0.0029930604445338425,0.003180126722317208,0.0033671930001005733,0.0035542592778839382,0.0037413255556673036,0.0013081488630859654,0.001438963749394562,0.0015697786357031585,0.0017005935220117548,0.0018314084083203516,0.001962223294628948,0.0020930381809375442,0.002223853067246141,0.0023546679535547377,0.002485482839863334,0.002616297726171931
L,I,DM_CONVERT_CASE,org.apache.commons.lang.WordUtils,NO_FIELD,capitalizeFully(Ljava/lang/String;[C)Ljava/lang/String;,354,354,0,0.0,0.0,0.06649301707125785,0.029103805484109038,Dm,org.apache.commons.lang,org.apache.commons.lang.WordUtils,org.apache.commons.lang.WordUtils.capitalizeFully,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,0.0030171980287639543,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05,8.781194453618335e-05
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,org.apache.commons.lang.text.translate.CharSequenceTranslator,NO_FIELD,translate(Ljava/lang/CharSequence;)Ljava/lang/String;,52,61,0,0.0,0.0,0.10473271170329447,0.12412229183078148,THROWS,org.apache.commons.lang.text.translate,org.apache.commons.lang.text.translate.CharSequenceTranslator,org.apache.commons.lang.text.translate.CharSequenceTranslator.translate,0.0002715478225887559,0.0002715478225887559,0.000271547822588756,0.0002715478225887559,0.0002715478225887559,0.0002715478225887559,0.0002715478225887559,0.0002715478225887559,0.0002715478225887559,0.0002715478225887559,0.0002715478225887559,0.0002715478225887559,3.3705138081374836e-05,3.370513808137484e-05,3.3705138081374836e-05,3.3705138081374836e-05,3.3705138081374836e-05,3.3705138081374836e-05,3.3705138081374836e-05,3.3705138081374836e-05,3.3705138081374836e-05,3.3705138081374836e-05,3.3705138081374836e-05
