L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.mutable.MutableDouble,NO_FIELD,getValue()Ljava/lang/Double;,85,85,0,0.0,0.0,0.263101843042912,0.30849171485766924
L,B,SE_TRANSIENT_FIELD_NOT_RESTORED,org.apache.commons.lang.CharRange,iToString,NO_METHOD,-1,-1,0,-1,-1,-1,-1
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,org.apache.commons.lang.text.translate.CharSequenceTranslator,NO_FIELD,translate(Ljava/lang/CharSequence;)Ljava/lang/String;,54,63,0,0.0,0.0,0.10473271170329448,0.12412229183078147
M,P,DM_NUMBER_CTOR,org.apache.commons.lang.mutable.MutableShort,NO_FIELD,getValue()Ljava/lang/Short;,85,85,0,0.0,1.0,0.8248751327822511,0.9999999999999999
L,B,SE_TRANSIENT_FIELD_NOT_RESTORED,org.apache.commons.lang.math.Fraction,toProperString,NO_METHOD,-1,-1,0,-1,-1,-1,-1
L,P,DM_FP_NUMBER_CTOR,org.apache.commons.lang.mutable.MutableFloat,NO_FIELD,getValue()Ljava/lang/Float;,85,85,0,0.0,0.0,0.24358789526307006,0.30849171485766924
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,HTML40_EXTENDED_ESCAPE,HTML40_EXTENDED_ESCAPE()[[Ljava/lang/String;,133,133,0,0.0,0.0,0.0,0.0
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,BASIC_UNESCAPE,BASIC_UNESCAPE()[[Ljava/lang/String;,342,342,0,0.0,0.0,0.0,0.0
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,ISO8859_1_ESCAPE,ISO8859_1_ESCAPE()[[Ljava/lang/String;,29,29,0,0.0,0.0,0.0,0.0
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,APOS_ESCAPE,APOS_ESCAPE()[[Ljava/lang/String;,345,345,0,0.0,0.0,0.0,0.0
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,HTML40_EXTENDED_UNESCAPE,HTML40_EXTENDED_UNESCAPE()[[Ljava/lang/String;,331,331,0,0.0,0.0,0.0,0.0
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,BASIC_ESCAPE,BASIC_ESCAPE()[[Ljava/lang/String;,334,334,0,0.0,0.0,0.0,0.0
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,ISO8859_1_UNESCAPE,ISO8859_1_UNESCAPE()[[Ljava/lang/String;,129,129,0,0.0,0.0,0.0,0.0
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,APOS_UNESCAPE,APOS_UNESCAPE()[[Ljava/lang/String;,350,350,0,0.0,0.0,0.0,0.0
L,V,MS_EXPOSE_REP,org.apache.commons.lang.text.translate.EntityArrays,JAVA_CTRL_CHARS_ESCAPE,JAVA_CTRL_CHARS_ESCAPE()[[Ljava/lang/String;,353,353,0,0.0,0.0,0.0,0.0
