priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,s1,s2,s3,s4,addr,_package,_class,_method,rank_score,s4_rank
L,I,DM_CONVERT_CASE,com.metamx.common.Granularity,NO_FIELD,toPath(Lorg/joda/time/DateTime;Ljava/lang/String;)Ljava/lang/String;,700,700,0,0,0,0.807470493,0.8341678770000001,Dm,com.metamx.common,com.metamx.common.Granularity,com.metamx.common.Granularity.toPath,0.01939356873853285,0.016177492062075517
L,D,REC_CATCH_EXCEPTION,com.metamx.common.parsers.JSONToLowerParser,NO_FIELD,parse(Ljava/lang/String;)Ljava/util/Map;,108,108,0,0,1,1.0,1.0,REC,com.metamx.common.parsers,com.metamx.common.parsers.JSONToLowerParser,com.metamx.common.parsers.JSONToLowerParser.parse,0.013962879403743206,0.013962879403743206
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,stop()V,267,293,0,0,0,0.39953099700000005,0.33099421100000004,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.stop,0.04056217754104323,0.013425845951639525
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.nary.BinaryTransformIterator,rhsIter,<init>(Ljava/util/Iterator;Ljava/util/Iterator;Lcom/metamx/common/guava/nary/BinaryFn;)V,42,42,0,0,1,0.942687587,1.0,EI2,com.metamx.common.guava.nary,com.metamx.common.guava.nary.BinaryTransformIterator,com.metamx.common.guava.nary.BinaryTransformIterator.<init>,0.012875398332635917,0.012875398332635917
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.nary.BinaryTransformIterator,lhsIter,<init>(Ljava/util/Iterator;Ljava/util/Iterator;Lcom/metamx/common/guava/nary/BinaryFn;)V,41,41,0,0,1,0.942687587,1.0,EI2,com.metamx.common.guava.nary,com.metamx.common.guava.nary.BinaryTransformIterator,com.metamx.common.guava.nary.BinaryTransformIterator.<init>,0.012875398332635917,0.012875398332635917
M,V,EI_EXPOSE_REP,com.metamx.common.parsers.JSONParser,fieldNames,getFieldNames()Ljava/util/List;,100,100,0,0,1,0.934230687,1.0,EI,com.metamx.common.parsers,com.metamx.common.parsers.JSONParser,com.metamx.common.parsers.JSONParser.getFieldNames,0.012733905282889958,0.012733905282889958
M,V,EI_EXPOSE_REP2,com.metamx.common.parsers.JSONParser,objectMapper,<init>(Lcom/fasterxml/jackson/databind/ObjectMapper;Ljava/lang/Iterable;Ljava/lang/Iterable;)V,90,90,0,0,1,0.943649978,1.0,EI2,com.metamx.common.parsers,com.metamx.common.parsers.JSONParser,com.metamx.common.parsers.JSONParser.<init>,0.010327815219478622,0.010327815219478622
M,V,EI_EXPOSE_REP2,com.metamx.common.parsers.ToLowerCaseParser,baseParser,<init>(Lcom/metamx/common/parsers/Parser;)V,33,33,0,0,1,0.94929617,1.0,EI2,com.metamx.common.parsers,com.metamx.common.parsers.ToLowerCaseParser,com.metamx.common.parsers.ToLowerCaseParser.<init>,0.009656548749476938,0.009656548749476938
L,I,DM_CONVERT_CASE,com.metamx.common.parsers.ToLowerCaseParser,NO_FIELD,parse(Ljava/lang/String;)Ljava/util/Map;,42,42,0,0,1,0.97350773,1.0,Dm,com.metamx.common.parsers,com.metamx.common.parsers.ToLowerCaseParser,com.metamx.common.parsers.ToLowerCaseParser.parse,0.009656548749476938,0.009656548749476938
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,addMaybeStartHandler(Lcom/metamx/common/lifecycle/Lifecycle$Handler;Lcom/metamx/common/lifecycle/Lifecycle$Stage;)V,240,248,0,0,0,0.287668065,0.224533437,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.addMaybeStartHandler,0.04204284834929636,0.009440025241137288
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.guava.ExecutorExecutingSequence,NO_FIELD,accumulate(Ljava/lang/Object;Lcom/metamx/common/guava/Accumulator;)Ljava/lang/Object;,46,63,0,0,0,0.436220145,0.49534155700000004,THROWS,com.metamx.common.guava,com.metamx.common.guava.ExecutorExecutingSequence,com.metamx.common.guava.ExecutorExecutingSequence.accumulate,0.01854057359899572,0.009183916594199634
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.guava.ExecutorExecutingSequence,NO_FIELD,toYielder(Ljava/lang/Object;Lcom/metamx/common/guava/YieldingAccumulator;)Lcom/metamx/common/guava/Yielder;,70,87,0,0,0,0.41218699799999997,0.451233284,THROWS,com.metamx.common.guava,com.metamx.common.guava.ExecutorExecutingSequence,com.metamx.common.guava.ExecutorExecutingSequence.toYielder,0.01854057359899572,0.008366123912318538
M,V,EI_EXPOSE_REP2,com.metamx.common.parsers.JSONToLowerParser,objectMapper,<init>(Lcom/fasterxml/jackson/databind/ObjectMapper;Ljava/lang/Iterable;Ljava/lang/Iterable;)V,53,53,0,0,1,0.943649978,1.0,EI2,com.metamx.common.parsers,com.metamx.common.parsers.JSONToLowerParser,com.metamx.common.parsers.JSONToLowerParser.<init>,0.007383932035322154,0.007383932035322154
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.IteratorWithBaggage,baseIter,<init>(Ljava/util/Iterator;Ljava/io/Closeable;)V,37,37,0,0,1,0.942687587,1.0,EI2,com.metamx.common.guava,com.metamx.common.guava.IteratorWithBaggage,com.metamx.common.guava.IteratorWithBaggage.<init>,0.006437699166317958,0.006437699166317958
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.DroppingIterator,delegate,<init>(Ljava/util/Iterator;I)V,34,34,0,0,1,0.942687587,1.0,EI2,com.metamx.common.guava,com.metamx.common.guava.DroppingIterator,com.metamx.common.guava.DroppingIterator.<init>,0.006437699166317958,0.006437699166317958
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.FunctionalIterator,delegate,<init>(Ljava/util/Iterator;)V,55,55,0,0,1,0.942687587,1.0,EI2,com.metamx.common.guava,com.metamx.common.guava.FunctionalIterator,com.metamx.common.guava.FunctionalIterator.<init>,0.006437699166317958,0.006437699166317958
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.guava.MergeSequence,NO_FIELD,makeYielder(Ljava/util/PriorityQueue;Ljava/lang/Object;Lcom/metamx/common/guava/YieldingAccumulator;)Lcom/metamx/common/guava/Yielder;,104,126,0,0,0,0.387930771,0.26825557699999997,THROWS,com.metamx.common.guava,com.metamx.common.guava.MergeSequence,com.metamx.common.guava.MergeSequence.makeYielder,0.022888692432886985,0.006140019395359631
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.Timing,NO_FIELD,timeBenchmarkWrapException(Ljava/lang/String;Ljava/util/concurrent/Callable;Lcom/metamx/common/logger/Logger;)Ljava/lang/Object;,28,30,0,0,0,0.6779690359999999,0.617369682,THROWS,com.metamx.common,com.metamx.common.Timing,com.metamx.common.Timing.timeBenchmarkWrapException,0.009656548749476938,0.005961660430682075
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.Timing,NO_FIELD,timeBenchmark(Ljava/lang/String;Ljava/util/concurrent/Callable;Lcom/metamx/common/logger/Logger;)Ljava/lang/Object;,38,44,0,0,0,0.38598653899999996,0.280104217,THROWS,com.metamx.common,com.metamx.common.Timing,com.metamx.common.Timing.timeBenchmark,0.009656548749476938,0.0027048400263945667
L,P,SIC_INNER_SHOULD_BE_STATIC_ANON,com.metamx.common.concurrent.FunctionalThreadFactory,NO_FIELD,daemonize()Lcom/metamx/common/concurrent/FunctionalThreadFactory;,73,73,0,0,0,0.176723772,0.239532598,SIC,com.metamx.common.concurrent,com.metamx.common.concurrent.FunctionalThreadFactory,com.metamx.common.concurrent.FunctionalThreadFactory.daemonize,0.009656548749476938,0.0023130582096758624
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.guava.ResourceClosingSequence,NO_FIELD,toYielder(Ljava/lang/Object;Lcom/metamx/common/guava/YieldingAccumulator;)Lcom/metamx/common/guava/Yielder;,52,59,0,0,0,0.6519839,0.645600236,THROWS,com.metamx.common.guava,com.metamx.common.guava.ResourceClosingSequence,com.metamx.common.guava.ResourceClosingSequence.toYielder,0.002880870376927286,0.001859890595229665
L,I,DM_CONVERT_CASE,com.metamx.common.parsers.JSONToLowerParser,NO_FIELD,parse(Ljava/lang/String;)Ljava/util/Map;,84,84,0,0,0,0.5588720460000001,0.106755411,Dm,com.metamx.common.parsers,com.metamx.common.parsers.JSONToLowerParser,com.metamx.common.parsers.JSONToLowerParser.parse,0.013962879403743206,0.0014906129294900408
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,addMaybeStartStartCloseInstance(Ljava/lang/Object;)Ljava/lang/Object;,199,200,0,0,0,0.266530112,0.028958078999999998,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.addMaybeStartStartCloseInstance,0.04204284834929636,0.0012174801238839436
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.lifecycle.Lifecycle,NO_FIELD,addMaybeStartManagedInstance(Ljava/lang/Object;)Ljava/lang/Object;,170,171,0,0,0,0.266530112,0.028958078999999998,THROWS,com.metamx.common.lifecycle,com.metamx.common.lifecycle.Lifecycle,com.metamx.common.lifecycle.Lifecycle.addMaybeStartManagedInstance,0.04204284834929636,0.0012174801238839436
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.StringUtils,NO_FIELD,toUtf8(Ljava/lang/String;)[B,63,67,0,0,0,0.662341749,0.540858287,THROWS,com.metamx.common,com.metamx.common.StringUtils,com.metamx.common.StringUtils.toUtf8,0.002124440724884926,0.0011490213712942994
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.StringUtils,NO_FIELD,fromUtf8([B)Ljava/lang/String;,40,44,0,0,0,0.621996318,0.489599813,THROWS,com.metamx.common,com.metamx.common.StringUtils,com.metamx.common.StringUtils.fromUtf8,0.002124440724884926,0.0010401257816332443
L,P,SIC_INNER_SHOULD_BE_STATIC_ANON,com.metamx.common.config.DurationCoercible,NO_FIELD,accept(Ljava/lang/Class;)Lorg/skife/config/Coercer;,35,35,0,0,0,0.251859597,0.157275603,SIC,com.metamx.common.config,com.metamx.common.config.DurationCoercible,com.metamx.common.config.DurationCoercible.accept,0.006437699166317958,0.0010124930183152542
L,I,DM_CONVERT_CASE,com.metamx.common.Granularity,NO_FIELD,getFormatter(Ljava/lang/String;)Lorg/joda/time/format/DateTimeFormatter;,670,670,0,0,0,0.48455012700000005,0.039211349,Dm,com.metamx.common,com.metamx.common.Granularity,com.metamx.common.Granularity.getFormatter,0.01939356873853285,0.0007604479921621013
M,V,EI_EXPOSE_REP,com.metamx.common.parsers.RegexParser,fieldNames,getFieldNames()Ljava/util/List;,123,123,0,0,1,0.93581825,1.0,EI,com.metamx.common.parsers,com.metamx.common.parsers.RegexParser,com.metamx.common.parsers.RegexParser.getFieldNames,0.0006759584124633857,0.0006759584124633857
L,P,SIC_INNER_SHOULD_BE_STATIC_ANON,com.metamx.common.parsers.JSONToLowerParser,NO_FIELD,<init>(Lcom/fasterxml/jackson/databind/ObjectMapper;Ljava/lang/Iterable;Ljava/lang/Iterable;)V,57,57,0,0,0,0.27835279999999996,0.08312222799999999,SIC,com.metamx.common.parsers,com.metamx.common.parsers.JSONToLowerParser,com.metamx.common.parsers.JSONToLowerParser.<init>,0.007383932035322154,0.0006137688821765521
M,B,THROWS_METHOD_THROWS_RUNTIMEEXCEPTION,com.metamx.common.FileUtils,NO_FIELD,retryCopy(Lcom/google/common/io/ByteSource;Ljava/io/File;Lcom/google/common/base/Predicate;I)Lcom/metamx/common/FileUtils$FileCopyResult;,60,69,0,0,0,0.490747189,0.473233212,THROWS,com.metamx.common,com.metamx.common.FileUtils,com.metamx.common.FileUtils.retryCopy,0.0009978433707792836,0.0004722126234267873
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.concurrent.ScheduledExecutors$1,NO_FIELD,call()Ljava/lang/Object;,58,58,0,-1,-1,-1.0,0.0,THROWS,com.metamx.common.concurrent,com.metamx.common.concurrent.ScheduledExecutors,com.metamx.common.concurrent.ScheduledExecutors$1.call,0.012875398332635915,0.0
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.CompressionUtils$1,NO_FIELD,call()Lcom/metamx/common/FileUtils$FileCopyResult;,138,138,0,-1,-1,-1.0,0.0,THROWS,com.metamx.common,com.metamx.common.CompressionUtils,com.metamx.common.CompressionUtils$1.call,0.03897632276546943,0.0
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.CompressionUtils$1,NO_FIELD,call()Ljava/lang/Object;,134,134,0,-1,-1,-1.0,0.0,THROWS,com.metamx.common,com.metamx.common.CompressionUtils,com.metamx.common.CompressionUtils$1.call,0.03897632276546943,0.0
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.StreamUtils$1,NO_FIELD,call()Ljava/lang/Long;,170,177,0,-1,-1,-1.0,0.0,THROWS,com.metamx.common,com.metamx.common.StreamUtils,com.metamx.common.StreamUtils$1.call,0.14316642393168139,0.0
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.StreamUtils$1,NO_FIELD,call()Ljava/lang/Object;,166,166,0,-1,-1,-1.0,0.0,THROWS,com.metamx.common,com.metamx.common.StreamUtils,com.metamx.common.StreamUtils$1.call,0.14316642393168139,0.0
M,D,NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE,com.metamx.common.parsers.TimestampParser$9,NO_FIELD,apply(Ljava/lang/Object;)Lorg/joda/time/DateTime;,154,159,0,-1,-1,-1.0,0.0,NP,com.metamx.common.parsers,com.metamx.common.parsers.TimestampParser,com.metamx.common.parsers.TimestampParser$9.apply,0.0439841758739417,0.0
M,D,NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE,com.metamx.common.parsers.TimestampParser$7,NO_FIELD,apply(Ljava/lang/Number;)Lorg/joda/time/DateTime;,127,127,0,-1,-1,-1.0,0.0,NP,com.metamx.common.parsers,com.metamx.common.parsers.TimestampParser,com.metamx.common.parsers.TimestampParser$7.apply,0.04410488273331016,0.0
M,D,NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE,com.metamx.common.parsers.TimestampParser$8,NO_FIELD,apply(Ljava/lang/Number;)Lorg/joda/time/DateTime;,136,136,0,-1,-1,-1.0,0.0,NP,com.metamx.common.parsers,com.metamx.common.parsers.TimestampParser,com.metamx.common.parsers.TimestampParser$8.apply,0.0439841758739417,0.0
M,D,NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE,com.metamx.common.parsers.TimestampParser$6,NO_FIELD,apply(Ljava/lang/Number;)Lorg/joda/time/DateTime;,118,118,0,-1,-1,-1.0,0.0,NP,com.metamx.common.parsers,com.metamx.common.parsers.TimestampParser,com.metamx.common.parsers.TimestampParser$6.apply,0.060259247398672874,0.0
