M,D,NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE,com.metamx.common.guava.FilteredSequenceTest$1,NO_FIELD,apply(Ljava/lang/Integer;)Z,40,40,0
L,D,NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE,com.metamx.common.guava.FunctionalIteratorTest$2,NO_FIELD,apply(Ljava/lang/String;)Ljava/util/Iterator;,66,66,0
L,D,NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE,com.metamx.common.guava.FunctionalIteratorTest$1,NO_FIELD,apply(Ljava/lang/String;)Ljava/lang/Integer;,45,45,0
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.guava.ExecutorExecutingSequence$2,NO_FIELD,call()Lcom/metamx/common/guava/Yielder;,76,76,0
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.guava.ExecutorExecutingSequence$2,NO_FIELD,call()Ljava/lang/Object;,72,72,0
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.metamx.common.guava.ExecutorExecutingSequence$1,NO_FIELD,call()Ljava/lang/Object;,52,52,0
H,D,NP_PARAMETER_MUST_BE_NONNULL_BUT_MARKED_AS_NULLABLE,com.metamx.common.io.smoosh.Smoosh$1,NO_FIELD,apply(Ljava/io/File;)Ljava/lang/String;,51,51,0
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.DroppingIterator,delegate,<init>(Ljava/util/Iterator;I)V,34,34,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$7,defaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$7,hiveFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$7,lowerDefaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$8,defaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$8,hiveFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$8,lowerDefaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$5,defaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$5,hiveFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$5,lowerDefaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$6,defaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$6,hiveFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$6,lowerDefaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$3,defaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$3,hiveFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$3,lowerDefaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$1,defaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$1,hiveFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$1,lowerDefaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$2,defaultFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$2,hiveFormat,NO_METHOD,-1,-1,0
M,B,SE_BAD_FIELD,com.metamx.common.Granularity$2,lowerDefaultFormat,NO_METHOD,-1,-1,0
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.IteratorWithBaggage,baseIter,<init>(Ljava/util/Iterator;Ljava/io/Closeable;)V,35,35,0
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.nary.BinaryTransformIterator,lhsIter,<init>(Ljava/util/Iterator;Ljava/util/Iterator;Lcom/metamx/common/guava/nary/BinaryFn;)V,41,41,0
M,V,EI_EXPOSE_REP2,com.metamx.common.guava.nary.BinaryTransformIterator,rhsIter,<init>(Ljava/util/Iterator;Ljava/util/Iterator;Lcom/metamx/common/guava/nary/BinaryFn;)V,42,42,0
